timestamp;K1;K2;TC1;TC2;TC3;TC4;TC5;RES1;RES2;RES3;RES4;RES5;RES6;RES7;FRG1;dRES1;dRES2;dRES3;dRES4;dRES5;dRES6;dRES7
1735187474.40000;295.37704;296.06342;291.26651;219.30290;226.53561;246.49300;220.57563;7.39579;7.33432;7.33046;7.47952;7.55007;7.49220;7.44319;-5.92529;-0.00000;0.00001;0.00002;0.00002;0.00000;0.00001;0.00001
