timestamp;K1;K2;TC1;TC2;TC3;TC4;TC5;RES1;RES2;RES3;RES4;RES5;RES6;RES7;FRG1
1735193680.8;295.39703;296.01956;291.31784;221.15569;228.13829;247.33783;222.45251;7.37940;7.31772;7.31300;7.45975;7.52830;7.46887;7.44328;-5.92666
